,gender,customer type,age,type of travel,class,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes,satisfaction
16912,Female,Disloyal customer,25,Business travel,Business,236,4,0,4,2,3,4,3,3,5,5,5,3,4,3,4,0,Neutral or dissatisfied
16913,Male,Loyal customer,43,Business travel,Eco Plus,1035,4,4,4,4,4,4,4,4,5,5,4,2,2,4,29,17,Satisfied
16914,Male,Loyal customer,28,Business travel,Eco,636,4,2,4,4,4,4,4,4,1,4,3,4,3,4,0,0,Satisfied
16915,Male,Loyal customer,32,Business travel,Business,2739,1,5,1,1,4,4,4,4,5,5,5,4,5,4,338,316,Satisfied
16916,Female,Loyal customer,37,Personal Travel,Eco,547,3,1,4,4,3,4,3,3,4,4,3,2,3,3,5,2,Neutral or dissatisfied
16917,Male,Loyal customer,29,Business travel,Eco,547,2,5,5,5,2,2,2,2,4,1,4,1,3,2,23,12,Neutral or dissatisfied
16918,Male,Loyal customer,50,Business travel,Business,259,2,2,2,2,4,5,4,5,5,4,5,3,5,4,0,0,Satisfied
16919,Male,Loyal customer,57,Personal Travel,Eco,760,4,5,4,2,1,4,1,1,5,4,5,5,4,1,0,0,Neutral or dissatisfied
16920,Male,Loyal customer,39,Business travel,Business,2475,1,1,2,1,2,4,4,4,4,4,4,3,4,5,25,13,Satisfied
16921,Female,Loyal customer,57,Business travel,Business,3897,2,1,1,1,3,3,3,2,2,2,2,3,2,3,17,10,Neutral or dissatisfied
16922,Male,Loyal customer,44,Business travel,Business,2744,4,4,4,4,4,4,4,4,4,4,5,4,5,4,342,336,Satisfied
16923,Female,Loyal customer,28,Business travel,Eco Plus,802,2,2,2,2,2,2,2,2,1,2,2,2,3,2,26,28,Neutral or dissatisfied
16924,Female,Loyal customer,52,Personal Travel,Eco,1145,2,5,2,3,2,5,4,2,2,2,2,3,2,3,27,97,Neutral or dissatisfied
16925,Female,Disloyal customer,37,Business travel,Business,423,4,4,4,2,5,4,5,5,5,2,5,4,5,5,0,0,Satisfied
16926,Male,Loyal customer,33,Personal Travel,Eco,370,3,3,3,3,1,3,1,1,1,3,3,1,2,1,14,18,Neutral or dissatisfied
16927,Male,Loyal customer,40,Personal Travel,Eco,531,3,5,3,5,2,3,2,2,5,4,5,3,5,2,0,0,Neutral or dissatisfied
16928,Female,Loyal customer,62,Business travel,Eco,119,2,1,1,1,3,4,4,2,2,2,2,3,2,1,0,0,Neutral or dissatisfied
16929,Male,Loyal customer,67,Personal Travel,Eco,270,3,0,3,2,3,3,4,3,5,4,3,4,3,3,0,0,Neutral or dissatisfied
16930,Male,Loyal customer,64,Personal Travel,Eco,591,2,4,2,5,2,2,5,2,4,5,4,4,5,2,0,0,Neutral or dissatisfied
16931,Female,Disloyal customer,36,Business travel,Business,876,3,3,3,4,4,3,4,4,2,2,4,4,4,4,29,6,Neutral or dissatisfied
16932,Female,Loyal customer,32,Personal Travel,Eco,1744,3,2,2,2,2,2,2,2,2,2,1,2,3,2,2,3,Neutral or dissatisfied
16933,Male,Loyal customer,48,Business travel,Business,2889,5,5,2,5,4,4,5,5,5,4,5,4,5,4,0,0,Satisfied
16934,Male,Loyal customer,23,Personal Travel,Eco,646,2,3,1,4,1,1,1,1,4,5,3,3,3,1,12,5,Neutral or dissatisfied
16935,Male,Loyal customer,34,Business travel,Business,2500,5,3,5,5,3,5,5,4,4,5,4,5,4,5,0,0,Satisfied
16936,Female,Loyal customer,40,Personal Travel,Eco,569,3,2,3,2,2,3,2,2,3,4,3,2,2,2,0,0,Neutral or dissatisfied
16937,Female,Loyal customer,29,Personal Travel,Eco,678,3,5,3,2,3,3,3,3,4,3,5,4,4,3,0,0,Neutral or dissatisfied
16938,Female,Loyal customer,22,Business travel,Business,2160,1,1,2,1,5,5,5,5,5,2,5,4,4,5,0,47,Satisfied
16940,Male,Loyal customer,38,Personal Travel,Business,1825,1,5,1,4,2,5,5,5,5,1,5,4,5,5,0,0,Neutral or dissatisfied
16941,Female,Loyal customer,31,Business travel,Business,3350,1,1,1,1,4,4,4,4,4,2,4,4,4,4,0,5,Satisfied
16942,Female,Disloyal customer,27,Business travel,Eco,343,3,4,3,4,3,3,4,3,3,2,4,1,3,3,0,2,Neutral or dissatisfied
16943,Female,Loyal customer,51,Business travel,Business,1849,4,4,4,4,5,5,4,5,5,5,5,4,5,4,0,0,Satisfied
16944,Male,Loyal customer,73,Business travel,Business,399,5,5,5,5,4,4,4,4,4,4,4,4,4,1,0,0,Satisfied
16945,Male,Disloyal customer,39,Business travel,Eco,425,5,0,5,3,4,5,4,4,4,3,4,2,1,4,44,41,Satisfied
16946,Female,Loyal customer,41,Business travel,Business,2888,2,5,2,2,5,5,5,4,4,4,4,5,4,3,0,0,Satisfied
16947,Female,Loyal customer,56,Business travel,Business,3668,5,5,5,5,5,5,5,4,4,4,4,4,4,3,0,9,Satisfied
16948,Male,Loyal customer,49,Business travel,Business,356,2,2,2,2,5,4,4,5,5,5,5,4,5,4,0,8,Satisfied
16949,Female,Loyal customer,59,Business travel,Business,2640,2,4,4,4,2,2,2,4,2,2,2,2,3,2,0,0,Neutral or dissatisfied
16950,Male,Loyal customer,42,Business travel,Business,1598,3,3,5,3,2,4,5,2,2,2,2,5,2,1,0,0,Satisfied
16951,Male,Loyal customer,59,Personal Travel,Eco,373,4,5,4,3,5,4,5,5,5,1,5,5,4,5,0,0,Neutral or dissatisfied
16952,Male,Loyal customer,39,Business travel,Business,495,3,3,3,3,2,4,4,5,5,5,5,5,5,3,0,0,Satisfied
16953,Female,Disloyal customer,16,Business travel,Eco,528,5,0,5,4,2,5,2,2,5,1,2,3,1,2,0,9,Satisfied
16954,Female,Loyal customer,50,Business travel,Business,125,4,4,4,4,4,4,4,5,5,5,4,4,5,3,0,0,Satisfied
16955,Female,Loyal customer,15,Personal Travel,Eco,406,4,5,4,1,2,4,1,2,3,5,4,4,4,2,0,0,Neutral or dissatisfied
16956,Male,Disloyal customer,22,Business travel,Eco,762,0,0,0,1,4,0,4,4,5,4,5,3,5,4,0,0,Satisfied
16957,Male,Loyal customer,31,Business travel,Business,1085,3,3,3,3,4,3,4,4,3,3,5,3,5,4,3,0,Satisfied
16958,Male,Loyal customer,43,Business travel,Business,945,3,3,3,3,5,5,5,5,5,4,5,5,5,3,11,13,Satisfied
16959,Male,Loyal customer,56,Personal Travel,Eco,733,2,1,1,4,2,1,3,2,4,4,4,4,3,2,0,3,Neutral or dissatisfied
16960,Male,Loyal customer,18,Business travel,Business,3108,3,5,5,5,3,3,3,3,2,4,4,2,3,3,4,0,Neutral or dissatisfied
16961,Male,Loyal customer,61,Personal Travel,Eco Plus,1276,1,3,0,3,3,0,3,3,2,2,2,2,3,3,1,15,Neutral or dissatisfied
16962,Female,Loyal customer,28,Business travel,Eco,547,0,0,0,1,1,0,1,1,3,1,1,4,5,1,0,0,Satisfied
16963,Female,Disloyal customer,22,Business travel,Eco,1117,3,3,3,3,2,3,2,2,4,5,4,4,4,2,0,0,Neutral or dissatisfied
16964,Female,Disloyal customer,36,Business travel,Eco,748,1,1,1,1,2,1,2,2,5,1,4,2,5,2,0,0,Neutral or dissatisfied
16965,Female,Loyal customer,72,Business travel,Business,1934,5,5,5,5,4,5,5,4,4,4,4,5,4,3,0,0,Satisfied
16966,Male,Loyal customer,52,Business travel,Eco Plus,925,3,5,5,5,2,3,2,2,1,2,3,2,3,2,6,20,Neutral or dissatisfied
16967,Male,Disloyal customer,13,Business travel,Eco,516,1,1,1,4,2,1,2,2,2,5,3,4,3,2,9,6,Neutral or dissatisfied
16968,Female,Loyal customer,48,Personal Travel,Eco,651,1,4,1,5,3,4,4,5,5,1,5,4,5,3,0,3,Neutral or dissatisfied
16969,Male,Disloyal customer,54,Business travel,Business,226,3,2,2,4,1,3,1,1,5,4,2,4,3,1,0,0,Neutral or dissatisfied
16970,Female,Loyal customer,31,Business travel,Business,2475,5,5,5,5,4,4,4,4,4,3,5,3,5,4,0,10,Satisfied
16971,Male,Loyal customer,49,Business travel,Business,419,4,4,4,4,4,5,4,4,4,4,4,3,4,5,0,18,Satisfied
16972,Male,Loyal customer,50,Business travel,Business,2779,3,3,3,3,2,4,4,5,5,5,5,4,5,5,0,0,Satisfied
16973,Male,Loyal customer,47,Business travel,Business,1076,1,1,1,1,4,1,3,2,2,2,2,5,2,3,0,0,Satisfied
16974,Male,Loyal customer,35,Business travel,Business,3950,5,5,5,5,2,2,2,5,5,5,3,1,5,1,0,6,Satisfied
16975,Female,Disloyal customer,32,Business travel,Eco,759,2,2,2,3,3,2,5,3,2,2,3,3,4,3,48,61,Neutral or dissatisfied
16976,Male,Loyal customer,56,Business travel,Eco Plus,763,2,1,1,1,3,2,3,3,2,2,3,1,2,3,20,17,Neutral or dissatisfied
16977,Male,Loyal customer,21,Personal Travel,Eco,1014,2,3,2,3,5,2,5,5,1,3,4,2,3,5,6,3,Neutral or dissatisfied
16978,Female,Loyal customer,56,Business travel,Eco,1218,3,3,3,3,3,4,3,2,2,3,2,1,2,4,15,0,Neutral or dissatisfied
16979,Female,Loyal customer,69,Personal Travel,Eco,125,2,4,2,3,2,3,4,1,1,2,1,5,1,1,0,0,Neutral or dissatisfied
16980,Female,Loyal customer,55,Business travel,Business,3686,1,1,1,1,4,4,5,3,3,4,3,3,3,4,5,11,Satisfied
16981,Female,Loyal customer,50,Business travel,Business,631,5,5,5,5,5,4,5,5,5,5,5,3,5,5,2,2,Satisfied
16982,Male,Disloyal customer,27,Business travel,Business,785,5,5,5,2,4,5,4,4,5,4,5,3,4,4,0,0,Satisfied
16983,Female,Loyal customer,59,Business travel,Business,3510,3,3,3,3,4,4,4,1,2,4,2,4,3,4,194,183,Satisfied
16984,Female,Loyal customer,35,Personal Travel,Eco,967,2,5,2,3,2,2,2,2,5,4,4,5,5,2,0,2,Neutral or dissatisfied
16985,Female,Disloyal customer,23,Business travel,Business,120,2,3,2,3,2,2,2,2,3,1,3,4,3,2,0,0,Neutral or dissatisfied
16986,Female,Loyal customer,36,Personal Travel,Eco,542,1,3,1,1,1,1,1,1,3,2,4,4,3,1,0,0,Neutral or dissatisfied
16987,Female,Loyal customer,49,Business travel,Business,1026,2,2,2,2,2,2,3,2,2,2,2,4,2,3,0,3,Neutral or dissatisfied
16988,Male,Loyal customer,21,Personal Travel,Eco,1242,1,4,1,3,4,1,4,4,5,5,4,4,5,4,17,6,Neutral or dissatisfied
16989,Female,Loyal customer,74,Business travel,Business,235,1,1,1,1,3,3,4,5,5,5,5,3,5,5,5,0,Satisfied
16990,Female,Loyal customer,48,Business travel,Business,164,5,1,5,5,4,4,5,4,4,4,4,3,4,4,0,0,Satisfied
16991,Male,Loyal customer,25,Business travel,Business,2737,1,1,1,1,5,5,5,5,5,5,4,5,4,5,0,0,Satisfied
16992,Female,Loyal customer,28,Business travel,Business,1045,2,2,2,2,5,5,5,5,3,3,5,3,5,5,0,0,Satisfied
16993,Female,Loyal customer,70,Personal Travel,Eco,2399,3,4,3,1,3,5,4,1,1,3,3,3,1,5,0,0,Neutral or dissatisfied
16994,Male,Loyal customer,58,Business travel,Business,594,5,5,2,5,3,4,4,2,2,2,2,3,2,5,0,0,Satisfied
16995,Female,Disloyal customer,25,Business travel,Eco Plus,500,1,1,1,3,5,1,5,5,1,1,4,2,4,5,0,7,Neutral or dissatisfied
16996,Female,Loyal customer,29,Business travel,Business,331,5,5,5,5,5,5,5,5,2,4,1,5,1,5,0,0,Satisfied
16997,Female,Loyal customer,40,Business travel,Eco,666,5,2,2,2,5,5,5,5,3,3,4,5,3,5,0,0,Satisfied
16998,Male,Loyal customer,59,Personal Travel,Eco,1747,2,0,2,1,1,2,1,1,4,2,5,3,4,1,11,0,Neutral or dissatisfied
16999,Male,Loyal customer,22,Personal Travel,Eco,833,2,4,3,1,1,3,5,1,4,3,4,3,5,1,0,9,Neutral or dissatisfied
17000,Female,Loyal customer,29,Business travel,Business,2180,4,4,4,4,5,5,5,5,4,1,2,3,5,5,0,0,Satisfied
17001,Female,Loyal customer,52,Business travel,Business,2490,4,4,4,4,3,4,4,2,2,2,2,3,2,4,12,0,Satisfied
17002,Male,Loyal customer,28,Business travel,Business,1875,3,3,3,3,4,4,4,4,5,2,5,5,1,4,2,0,Satisfied
17003,Male,Loyal customer,42,Business travel,Business,3887,5,1,1,1,5,4,4,5,5,4,5,3,5,4,0,0,Neutral or dissatisfied
17004,Male,Loyal customer,11,Personal Travel,Business,912,5,5,5,1,4,5,4,4,3,2,4,5,4,4,0,0,Satisfied
17005,Male,Loyal customer,28,Business travel,Business,1023,3,3,4,3,4,4,4,4,3,2,4,5,4,4,30,4,Satisfied
17006,Male,Loyal customer,50,Business travel,Business,986,3,3,3,3,2,5,5,4,4,4,4,3,4,4,75,87,Satisfied
17007,Male,Loyal customer,60,Personal Travel,Eco,644,1,2,1,4,4,1,4,4,2,1,4,3,4,4,119,119,Neutral or dissatisfied
17008,Male,Loyal customer,58,Business travel,Business,2029,2,2,2,2,5,5,5,4,4,4,4,3,4,3,0,0,Satisfied
17009,Male,Disloyal customer,27,Business travel,Eco,1042,3,3,3,1,4,3,4,4,4,5,1,5,4,4,0,0,Neutral or dissatisfied
17010,Female,Loyal customer,62,Business travel,Business,2059,0,0,0,2,2,4,4,4,4,4,4,4,4,4,0,0,Satisfied
17011,Female,Disloyal customer,23,Business travel,Business,127,4,5,4,5,5,4,5,5,5,4,4,3,4,5,0,0,Satisfied
17012,Female,Disloyal customer,23,Business travel,Eco,1050,2,2,2,3,1,2,1,1,2,1,4,2,3,1,0,0,Neutral or dissatisfied
17013,Male,Disloyal customer,22,Business travel,Eco,722,2,1,1,4,2,1,2,2,3,3,4,3,4,2,0,0,Neutral or dissatisfied
17014,Male,Loyal customer,57,Personal Travel,Eco,1310,2,5,2,4,3,2,3,3,5,3,3,5,4,3,3,0,Neutral or dissatisfied
17015,Female,Loyal customer,49,Business travel,Eco,1188,3,3,3,3,4,3,4,3,3,3,3,4,3,4,98,114,Neutral or dissatisfied
17016,Female,Loyal customer,45,Personal Travel,Eco,848,2,4,2,3,5,5,4,3,3,2,3,3,3,3,0,11,Neutral or dissatisfied
17017,Male,Loyal customer,51,Business travel,Business,2584,2,2,2,2,3,5,4,5,5,5,5,5,5,3,3,0,Satisfied
17018,Male,Loyal customer,48,Personal Travel,Eco,472,1,5,5,2,1,5,1,1,5,2,4,4,5,1,0,0,Neutral or dissatisfied
17019,Female,Loyal customer,57,Business travel,Business,1698,1,3,1,1,2,5,4,4,4,4,4,5,4,5,15,13,Satisfied
17020,Male,Loyal customer,53,Business travel,Eco,612,3,1,1,1,2,3,2,2,4,2,4,1,4,2,0,0,Neutral or dissatisfied
17021,Female,Loyal customer,27,Personal Travel,Eco,918,4,4,5,4,1,5,4,1,5,2,4,3,5,1,13,1,Satisfied
17022,Male,Loyal customer,57,Business travel,Business,672,1,1,5,1,2,4,5,5,5,4,5,4,5,5,0,2,Satisfied
17023,Male,Disloyal customer,36,Business travel,Business,280,1,1,1,4,3,1,3,3,3,3,3,3,4,3,50,64,Neutral or dissatisfied
17024,Female,Loyal customer,25,Business travel,Eco,1660,4,2,4,2,4,4,2,4,4,4,2,2,4,4,0,17,Neutral or dissatisfied
17025,Female,Loyal customer,59,Personal Travel,Eco,973,2,2,2,3,3,2,3,1,1,2,1,1,1,2,10,3,Neutral or dissatisfied
17026,Female,Disloyal customer,43,Business travel,Eco,140,2,0,2,3,4,2,2,4,2,5,4,2,4,4,0,0,Neutral or dissatisfied
17027,Female,Loyal customer,50,Business travel,Business,3813,5,5,1,5,2,4,4,4,4,4,4,5,4,5,0,0,Satisfied
17028,Male,Loyal customer,24,Business travel,Business,1954,5,5,5,5,5,5,5,5,3,4,5,4,4,5,4,0,Satisfied
17029,Male,Loyal customer,39,Personal Travel,Eco,1217,2,4,2,1,1,2,1,1,5,3,5,3,4,1,15,39,Neutral or dissatisfied
17030,Male,Loyal customer,46,Business travel,Business,1044,2,2,2,2,3,5,4,4,4,4,4,4,4,3,0,0,Satisfied
17031,Female,Loyal customer,42,Business travel,Business,542,5,3,5,5,1,3,4,5,5,5,5,1,5,1,3,0,Satisfied
17032,Female,Loyal customer,20,Personal Travel,Eco,762,1,4,1,3,5,1,5,5,4,4,3,4,4,5,31,0,Neutral or dissatisfied
17033,Female,Loyal customer,46,Personal Travel,Eco,1120,1,1,1,3,4,3,3,4,4,1,1,2,4,1,0,0,Neutral or dissatisfied
17034,Male,Disloyal customer,54,Business travel,Business,237,4,4,4,2,4,4,3,4,3,3,5,5,5,4,6,0,Satisfied
17035,Male,Loyal customer,11,Personal Travel,Eco,2404,1,4,1,2,4,1,3,4,3,1,2,4,1,4,7,0,Neutral or dissatisfied
17036,Female,Loyal customer,8,Personal Travel,Eco Plus,821,3,5,3,1,2,3,2,2,3,4,5,3,4,2,0,0,Neutral or dissatisfied
17037,Female,Loyal customer,52,Business travel,Business,3893,0,0,0,1,2,5,4,4,4,1,1,4,4,5,0,0,Satisfied
17038,Male,Loyal customer,26,Business travel,Eco Plus,209,3,1,1,1,3,4,3,3,1,5,3,3,5,3,0,0,Satisfied
17039,Male,Loyal customer,23,Business travel,Business,3259,3,1,3,3,5,5,5,5,3,5,4,4,5,5,0,0,Satisfied
17040,Female,Loyal customer,67,Personal Travel,Eco,862,4,2,5,4,5,4,4,1,1,5,1,3,1,2,0,0,Satisfied
17041,Male,Loyal customer,32,Business travel,Eco,2475,3,4,4,4,3,3,3,3,1,5,2,3,4,3,4,0,Neutral or dissatisfied
17042,Male,Loyal customer,34,Business travel,Business,2157,2,2,2,2,4,5,4,5,5,5,5,4,5,5,0,0,Satisfied
17043,Female,Loyal customer,53,Personal Travel,Eco,236,1,4,1,2,1,3,5,3,3,1,3,1,3,3,2,5,Neutral or dissatisfied
17044,Female,Loyal customer,60,Personal Travel,Eco,802,4,3,4,3,2,4,2,4,4,4,4,5,4,1,32,5,Neutral or dissatisfied
17045,Male,Loyal customer,67,Personal Travel,Eco,293,2,4,2,4,5,2,5,5,2,1,3,1,3,5,6,0,Neutral or dissatisfied
17046,Female,Loyal customer,56,Business travel,Eco Plus,453,3,5,5,5,3,2,2,3,3,3,3,3,3,2,0,0,Neutral or dissatisfied
17047,Female,Loyal customer,39,Business travel,Business,3228,5,5,5,5,5,4,5,5,5,5,5,5,5,5,0,0,Satisfied
17048,Male,Loyal customer,45,Business travel,Business,2161,4,4,4,4,2,4,4,3,3,4,3,3,3,4,31,33,Satisfied
17049,Female,Loyal customer,48,Business travel,Business,1620,3,3,4,3,5,4,4,5,5,5,5,3,5,1,2,15,Satisfied
17050,Female,Loyal customer,8,Business travel,Business,787,4,2,2,2,4,4,4,4,3,2,3,4,4,4,13,3,Neutral or dissatisfied
17051,Female,Loyal customer,23,Personal Travel,Eco Plus,1067,2,4,2,3,2,2,2,2,3,3,3,3,4,2,0,0,Neutral or dissatisfied
17052,Female,Loyal customer,44,Business travel,Business,2852,2,2,4,2,3,4,5,5,5,5,5,4,5,3,0,0,Satisfied
17053,Male,Loyal customer,33,Personal Travel,Eco,354,1,4,5,4,2,5,2,2,4,2,5,4,5,2,0,0,Neutral or dissatisfied
17054,Female,Loyal customer,50,Business travel,Business,140,4,4,4,4,4,4,5,4,4,4,4,5,4,5,0,0,Satisfied
17055,Male,Loyal customer,59,Business travel,Business,1555,1,1,1,1,5,4,5,5,2,4,4,5,3,5,166,162,Satisfied
17056,Male,Disloyal customer,25,Business travel,Business,867,3,4,3,4,2,3,2,2,5,5,4,5,4,2,0,0,Neutral or dissatisfied
17057,Male,Disloyal customer,27,Business travel,Eco,137,4,0,4,3,2,4,2,2,4,2,5,4,2,2,0,0,Satisfied
17058,Female,Loyal customer,27,Business travel,Business,413,5,5,5,5,5,5,5,5,5,5,5,4,4,5,32,20,Satisfied
17059,Female,Disloyal customer,23,Business travel,Eco,1363,3,3,3,4,5,3,5,5,4,5,4,3,5,5,0,0,Neutral or dissatisfied
17060,Female,Loyal customer,45,Business travel,Business,56,1,2,2,2,5,3,4,4,4,4,1,4,4,4,0,0,Neutral or dissatisfied
17061,Female,Loyal customer,62,Business travel,Business,3740,4,4,4,4,3,4,3,4,4,3,4,4,4,1,60,54,Neutral or dissatisfied
17062,Male,Loyal customer,56,Business travel,Business,2736,2,2,2,2,4,4,4,4,4,4,4,5,4,3,0,0,Satisfied
17063,Female,Loyal customer,50,Business travel,Business,3905,1,1,1,1,5,5,5,5,5,5,5,5,5,5,0,6,Satisfied
17064,Male,Loyal customer,37,Personal Travel,Eco,721,3,4,3,2,3,3,3,3,4,1,2,3,4,3,0,0,Neutral or dissatisfied
17065,Male,Disloyal customer,20,Business travel,Business,1127,4,0,4,3,5,4,5,5,3,5,5,5,5,5,21,20,Satisfied
17066,Male,Loyal customer,48,Business travel,Business,1969,0,4,0,4,3,4,4,5,5,5,5,3,5,5,0,0,Satisfied
17067,Female,Loyal customer,15,Personal Travel,Eco,534,2,5,2,4,1,2,1,1,4,5,5,5,4,1,0,0,Neutral or dissatisfied
17068,Male,Loyal customer,59,Business travel,Business,3778,2,2,2,2,4,5,5,5,5,4,5,4,5,4,0,0,Satisfied
17069,Female,Loyal customer,17,Personal Travel,Eco,1620,1,5,1,1,1,1,1,1,5,2,5,4,4,1,0,0,Neutral or dissatisfied
17070,Male,Loyal customer,34,Business travel,Business,3990,4,4,4,4,2,3,5,4,4,4,4,5,4,5,0,0,Satisfied
17071,Male,Disloyal customer,37,Business travel,Business,212,2,3,3,4,3,3,1,3,4,2,5,3,5,3,4,1,Neutral or dissatisfied
17072,Male,Loyal customer,45,Business travel,Business,160,4,4,4,4,2,1,3,4,4,4,4,3,4,2,0,0,Satisfied
17073,Female,Loyal customer,37,Business travel,Eco,391,2,1,1,1,2,2,2,2,2,2,3,4,3,2,44,32,Neutral or dissatisfied
17074,Male,Disloyal customer,42,Business travel,Eco,308,4,5,4,2,4,4,2,4,2,3,5,2,2,4,0,0,Neutral or dissatisfied
17075,Male,Loyal customer,53,Business travel,Business,316,1,1,1,1,3,4,4,4,4,5,4,3,4,5,0,0,Satisfied
17076,Female,Loyal customer,7,Personal Travel,Eco,1085,3,4,3,4,3,3,3,1,2,4,4,3,4,3,144,173,Neutral or dissatisfied
17077,Female,Disloyal customer,16,Business travel,Eco,544,4,0,4,5,5,4,2,5,5,5,5,4,4,5,35,18,Satisfied
17078,Female,Disloyal customer,23,Business travel,Eco,773,1,1,1,2,1,1,1,1,4,4,5,3,4,1,0,0,Neutral or dissatisfied
17079,Male,Loyal customer,45,Business travel,Business,677,4,4,2,4,2,5,5,4,4,4,4,4,4,4,0,1,Satisfied
17080,Male,Disloyal customer,27,Business travel,Business,501,1,2,2,1,5,2,5,5,5,3,5,4,5,5,0,0,Neutral or dissatisfied
17081,Male,Loyal customer,27,Business travel,Business,554,4,4,4,4,5,5,5,5,3,5,4,4,4,5,7,2,Satisfied
17082,Male,Loyal customer,25,Business travel,Business,2611,2,4,4,4,3,2,2,4,4,2,3,2,3,2,0,25,Neutral or dissatisfied
17083,Male,Loyal customer,28,Business travel,Business,888,2,2,3,2,4,4,4,4,3,2,4,3,5,4,69,97,Satisfied
17084,Female,Disloyal customer,80,Business travel,Eco,181,3,4,3,3,1,3,1,1,1,5,3,4,3,1,0,0,Neutral or dissatisfied
17085,Male,Disloyal customer,47,Business travel,Business,1096,1,1,1,4,3,1,2,3,4,3,5,3,4,3,1,0,Neutral or dissatisfied
17086,Female,Disloyal customer,59,Business travel,Business,158,2,2,2,1,1,2,1,1,5,3,5,3,4,1,0,0,Neutral or dissatisfied
17087,Female,Disloyal customer,34,Business travel,Eco Plus,373,1,1,1,4,1,1,1,1,4,2,3,1,4,1,17,7,Neutral or dissatisfied
17088,Female,Loyal customer,35,Business travel,Business,837,1,3,3,3,1,4,4,1,1,1,1,3,1,3,32,47,Neutral or dissatisfied
17089,Female,Loyal customer,49,Business travel,Business,1562,0,0,0,1,3,5,4,3,3,3,3,3,3,4,3,16,Satisfied
17090,Female,Disloyal customer,21,Business travel,Business,204,5,4,5,4,1,5,1,1,5,2,5,4,4,1,0,0,Satisfied
17091,Male,Loyal customer,33,Business travel,Business,2126,1,5,5,5,1,1,1,1,2,2,3,4,3,1,0,0,Neutral or dissatisfied
17092,Female,Disloyal customer,44,Business travel,Eco,391,4,0,4,4,5,4,5,5,3,1,4,1,2,5,30,20,Satisfied
17093,Female,Disloyal customer,22,Business travel,Eco,299,4,2,4,1,4,4,4,4,4,2,5,4,5,4,0,6,Satisfied
17094,Male,Disloyal customer,15,Business travel,Business,296,1,3,1,3,5,1,5,5,1,2,3,2,3,5,0,0,Neutral or dissatisfied
17095,Female,Loyal customer,44,Business travel,Business,2108,1,2,2,2,5,4,3,1,1,1,1,2,1,1,2,0,Neutral or dissatisfied
17096,Male,Loyal customer,32,Business travel,Eco Plus,414,3,3,4,3,3,3,3,3,4,2,4,2,3,3,5,9,Neutral or dissatisfied
17097,Male,Loyal customer,31,Personal Travel,Eco,526,3,4,3,4,1,3,1,1,4,3,5,3,4,1,0,0,Neutral or dissatisfied
17098,Male,Loyal customer,42,Business travel,Business,3391,3,3,3,3,2,5,4,4,4,4,5,5,4,3,0,0,Satisfied
17099,Female,Disloyal customer,22,Business travel,Eco,406,3,4,2,2,1,2,1,1,3,3,4,5,4,1,0,0,Neutral or dissatisfied
17100,Female,Loyal customer,46,Business travel,Eco,409,1,3,3,3,4,2,3,1,1,1,1,2,1,3,0,0,Neutral or dissatisfied
17101,Female,Loyal customer,39,Business travel,Eco Plus,814,4,3,3,3,4,4,4,4,5,2,4,4,5,4,5,0,Satisfied
17102,Female,Loyal customer,18,Personal Travel,Eco,1972,3,0,3,4,3,3,3,3,3,4,3,3,4,3,0,0,Neutral or dissatisfied
17103,Female,Loyal customer,31,Business travel,Business,3189,3,5,5,5,3,3,3,3,1,5,4,1,4,3,16,11,Neutral or dissatisfied
17104,Female,Loyal customer,30,Business travel,Business,2732,5,5,5,5,4,4,4,4,5,5,4,3,5,4,1,0,Satisfied
17105,Male,Loyal customer,28,Business travel,Business,991,3,3,3,3,5,5,5,5,5,3,4,4,4,5,0,0,Satisfied
17106,Male,Loyal customer,37,Business travel,Business,2494,0,0,0,1,5,3,5,3,3,3,3,3,3,1,0,0,Satisfied
17107,Female,Loyal customer,38,Business travel,Business,391,2,2,2,2,1,4,1,5,5,5,5,3,5,5,12,12,Satisfied
17108,Male,Loyal customer,27,Business travel,Business,2606,2,2,2,2,5,4,5,5,4,4,5,3,1,5,24,6,Satisfied
17109,Female,Loyal customer,39,Personal Travel,Eco,1096,1,5,2,3,5,2,1,5,2,2,4,5,3,5,0,0,Neutral or dissatisfied
17110,Female,Loyal customer,23,Business travel,Business,331,2,2,2,2,4,4,4,4,2,3,1,2,5,4,0,0,Satisfied
17111,Male,Loyal customer,57,Business travel,Business,1605,5,5,2,5,2,5,4,3,3,3,3,3,3,3,38,24,Satisfied
17112,Female,Loyal customer,53,Business travel,Eco,978,4,2,2,2,3,3,2,3,3,4,3,4,3,1,5,0,Satisfied
17113,Female,Loyal customer,40,Business travel,Business,1944,0,5,0,2,2,4,4,3,3,3,3,3,3,5,0,0,Satisfied
17114,Female,Loyal customer,46,Business travel,Business,501,2,2,5,2,4,4,5,4,4,4,4,4,4,4,0,0,Satisfied
17115,Male,Loyal customer,45,Business travel,Business,3254,1,1,1,1,5,5,5,5,5,5,5,3,5,3,89,80,Satisfied
17116,Female,Loyal customer,39,Personal Travel,Eco,606,2,4,2,4,4,2,4,4,4,4,5,5,5,4,36,33,Neutral or dissatisfied
