,gender,customer type,age,type of travel,class,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes,satisfaction,customer_age
13338,Male,Disloyal customer,35,Business travel,Eco,883,2,2,2,3,4,2,4,4,4,3,3,4,2,4,25,15,Neutral or dissatisfied,Young Adults
13339,Female,Loyal customer,35,Business travel,Business,1620,3,3,3,3,2,4,4,4,4,4,4,5,4,3,20,28,Satisfied,Young Adults
13340,Female,Loyal customer,44,Business travel,Eco,866,3,2,5,5,4,3,1,3,3,3,3,1,3,5,0,0,Satisfied,Middle Adults
13341,Male,Loyal customer,52,Personal Travel,Eco,889,2,3,2,4,2,2,2,2,2,4,3,1,3,2,6,12,Neutral or dissatisfied,Middle Adults
13342,Female,Loyal customer,34,Business travel,Business,399,3,4,4,4,5,3,2,3,3,3,3,2,3,2,0,6,Neutral or dissatisfied,Young Adults
13343,Female,Disloyal customer,29,Business travel,Business,829,1,1,1,2,1,1,1,1,5,3,4,3,4,1,0,0,Neutral or dissatisfied,Young Adults
13344,Male,Loyal customer,48,Business travel,Business,429,2,2,2,2,3,4,4,5,5,5,5,5,5,4,0,0,Satisfied,Middle Adults
13345,Male,Loyal customer,28,Personal Travel,Eco,590,1,3,2,5,5,2,5,5,4,5,4,2,5,5,45,64,Neutral or dissatisfied,Young Adults
13346,Female,Loyal customer,62,Personal Travel,Eco,1086,3,5,3,4,4,4,5,1,1,3,1,3,1,3,0,49,Neutral or dissatisfied,Senior
13347,Female,Loyal customer,45,Business travel,Eco,351,4,5,5,5,5,3,4,4,4,4,4,5,4,2,0,1,Satisfied,Middle Adults
13348,Male,Disloyal customer,20,Business travel,Eco,447,3,3,3,4,4,3,4,4,3,2,4,3,3,4,0,0,Neutral or dissatisfied,Youth
13349,Female,Loyal customer,24,Business travel,Business,3635,2,2,5,2,2,2,2,2,3,1,3,4,4,2,16,11,Neutral or dissatisfied,Youth
13350,Female,Loyal customer,43,Business travel,Business,3809,4,4,4,4,1,4,3,5,5,5,5,3,5,3,0,0,Satisfied,Middle Adults
13351,Female,Loyal customer,31,Business travel,Business,945,3,3,3,3,4,4,4,4,3,5,5,3,4,4,0,0,Satisfied,Young Adults
13352,Male,Loyal customer,56,Business travel,Business,3187,2,2,2,2,5,4,4,4,4,4,4,4,4,3,0,0,Satisfied,Middle Adults
13353,Male,Disloyal customer,26,Business travel,Eco,545,1,2,1,4,2,1,5,2,3,3,3,2,4,2,0,0,Neutral or dissatisfied,Young Adults
13354,Male,Disloyal customer,38,Business travel,Business,872,5,5,5,5,3,5,3,3,5,5,5,4,4,3,8,0,Satisfied,Young Adults
13355,Male,Loyal customer,30,Business travel,Eco,667,5,5,5,5,5,5,5,5,4,3,3,5,5,5,0,0,Satisfied,Young Adults
13356,Male,Loyal customer,41,Business travel,Business,1986,3,5,5,5,4,2,2,3,3,3,3,4,3,2,0,0,Neutral or dissatisfied,Middle Adults
13357,Male,Loyal customer,26,Business travel,Business,817,2,2,4,2,5,4,5,5,4,2,3,1,3,5,0,0,Satisfied,Young Adults
13358,Male,Loyal customer,45,Personal Travel,Eco,152,4,5,4,1,2,4,3,2,5,4,4,3,4,2,0,0,Satisfied,Middle Adults
13359,Male,Loyal customer,59,Business travel,Business,3829,3,3,3,3,5,5,4,4,4,4,4,4,4,4,0,0,Satisfied,Middle Adults
13360,Male,Loyal customer,39,Business travel,Eco,277,2,4,4,4,2,2,2,2,3,3,4,1,4,2,20,34,Neutral or dissatisfied,Young Adults
13361,Male,Loyal customer,24,Business travel,Business,1481,2,2,2,2,2,2,2,2,4,4,5,4,5,2,0,0,Satisfied,Youth
13362,Female,Disloyal customer,48,Business travel,Business,670,2,2,2,5,5,2,5,5,3,2,4,4,5,5,0,0,Neutral or dissatisfied,Middle Adults
13363,Male,Disloyal customer,48,Business travel,Business,879,2,2,2,1,5,2,1,5,3,4,4,4,4,5,0,0,Neutral or dissatisfied,Middle Adults
13364,Male,Loyal customer,11,Personal Travel,Eco,1290,2,2,2,3,3,2,3,3,1,3,2,4,3,3,0,20,Neutral or dissatisfied,Youth
13365,Male,Loyal customer,19,Personal Travel,Eco Plus,2402,4,1,4,4,4,4,4,2,1,4,3,4,2,4,0,1,Neutral or dissatisfied,Youth
13366,Female,Loyal customer,53,Business travel,Business,2494,5,5,5,5,2,5,4,5,5,5,5,3,5,4,0,0,Satisfied,Middle Adults
13367,Male,Loyal customer,67,Personal Travel,Eco Plus,909,2,5,2,1,2,1,1,5,3,4,5,1,3,1,423,400,Neutral or dissatisfied,Senior
13368,Female,Loyal customer,62,Personal Travel,Eco,636,1,5,1,5,2,4,4,2,2,1,2,4,2,4,0,3,Neutral or dissatisfied,Senior
13369,Male,Loyal customer,37,Business travel,Business,3581,3,3,3,3,3,3,4,3,3,3,3,2,3,3,10,19,Neutral or dissatisfied,Young Adults
13370,Male,Loyal customer,61,Business travel,Business,3850,2,2,3,2,4,2,4,5,5,5,5,1,5,2,5,0,Satisfied,Senior
13371,Male,Loyal customer,64,Business travel,Business,2062,5,5,3,5,2,3,3,5,5,5,5,4,5,4,0,0,Satisfied,Senior
13372,Male,Loyal customer,45,Personal Travel,Eco,1355,2,2,2,4,2,2,2,2,1,2,3,3,3,2,0,0,Neutral or dissatisfied,Middle Adults
13373,Female,Disloyal customer,23,Business travel,Eco,425,1,0,1,5,3,1,3,3,5,4,3,1,1,3,0,0,Neutral or dissatisfied,Youth
13374,Male,Disloyal customer,25,Business travel,Eco,1235,2,2,2,5,5,2,4,5,4,4,4,5,5,5,0,0,Neutral or dissatisfied,Youth
13375,Female,Loyal customer,10,Business travel,Eco Plus,618,2,5,2,5,2,2,3,2,4,5,3,4,3,2,0,0,Neutral or dissatisfied,Youth
13376,Male,Loyal customer,54,Business travel,Business,1947,3,3,3,3,2,5,4,5,5,5,5,5,5,5,8,17,Satisfied,Middle Adults
13377,Male,Loyal customer,49,Business travel,Business,2419,4,4,4,4,5,4,5,4,4,4,4,4,4,3,0,0,Satisfied,Middle Adults
13378,Female,Loyal customer,68,Business travel,Eco,305,1,5,2,5,1,1,1,1,1,1,1,4,1,4,4,6,Neutral or dissatisfied,Senior
13379,Female,Disloyal customer,41,Business travel,Business,2133,3,3,3,1,5,3,5,5,3,3,4,3,4,5,0,0,Neutral or dissatisfied,Middle Adults
13380,Female,Disloyal customer,21,Business travel,Eco,399,4,0,4,2,3,4,3,3,5,4,5,5,4,3,0,0,Satisfied,Youth
13381,Male,Disloyal customer,39,Business travel,Business,945,3,3,3,3,1,3,1,1,3,4,5,4,5,1,0,2,Neutral or dissatisfied,Young Adults
13382,Female,Loyal customer,36,Business travel,Business,3984,1,1,1,1,2,4,4,4,4,4,4,5,4,4,0,0,Satisfied,Young Adults
13383,Female,Loyal customer,66,Business travel,Business,2899,1,1,5,1,5,4,2,5,5,5,5,1,5,4,0,0,Satisfied,Senior
13384,Female,Loyal customer,43,Business travel,Business,1884,3,3,3,3,3,1,5,3,3,5,3,1,3,4,32,33,Satisfied,Middle Adults
13385,Female,Loyal customer,39,Business travel,Business,3335,4,4,4,4,2,5,4,4,4,4,4,5,4,4,25,17,Satisfied,Young Adults
13386,Male,Loyal customer,11,Business travel,Eco,1011,1,1,1,1,1,1,1,1,4,5,3,3,2,1,0,0,Neutral or dissatisfied,Youth
13387,Female,Loyal customer,42,Business travel,Business,2025,3,3,3,3,3,5,4,5,5,5,5,4,5,5,0,22,Satisfied,Middle Adults
13388,Female,Loyal customer,48,Business travel,Business,1972,5,4,4,4,1,2,2,1,1,2,5,1,1,1,0,0,Neutral or dissatisfied,Middle Adults
13389,Male,Loyal customer,60,Personal Travel,Business,2475,1,5,1,1,4,3,5,5,5,1,5,4,5,5,0,0,Neutral or dissatisfied,Middle Adults
13390,Male,Loyal customer,51,Business travel,Business,3009,5,5,2,5,3,5,4,5,5,5,5,4,5,4,0,0,Satisfied,Middle Adults
13391,Female,Disloyal customer,66,Business travel,Eco,401,2,0,2,4,4,2,4,4,2,1,2,5,2,4,0,0,Neutral or dissatisfied,Senior
13392,Male,Loyal customer,21,Personal Travel,Eco,862,3,4,3,3,1,3,1,1,4,2,4,3,3,1,0,0,Neutral or dissatisfied,Youth
13393,Female,Loyal customer,9,Personal Travel,Eco,1182,1,4,1,3,4,1,4,4,5,4,3,3,4,4,0,0,Neutral or dissatisfied,Youth
13394,Male,Loyal customer,42,Business travel,Business,533,2,2,2,2,3,5,4,4,4,4,4,5,4,5,34,25,Satisfied,Middle Adults
13395,Male,Loyal customer,14,Personal Travel,Eco,2026,3,5,3,4,5,3,5,5,4,4,5,5,5,5,0,0,Neutral or dissatisfied,Youth
13396,Female,Loyal customer,31,Business travel,Business,446,2,2,2,2,4,4,4,4,5,4,4,4,5,4,51,44,Satisfied,Young Adults
13397,Female,Loyal customer,18,Personal Travel,Eco,277,4,4,4,1,4,4,2,4,3,5,5,1,2,4,18,20,Neutral or dissatisfied,Youth
13398,Male,Loyal customer,7,Personal Travel,Business,1061,4,5,4,1,3,4,3,3,5,3,5,4,4,3,0,0,Neutral or dissatisfied,Youth
13399,Female,Loyal customer,53,Business travel,Business,2227,5,3,5,5,5,4,4,4,4,4,4,4,4,3,3,0,Satisfied,Middle Adults
13400,Female,Loyal customer,58,Business travel,Business,1117,4,1,1,1,5,4,3,4,4,4,4,3,4,3,0,9,Neutral or dissatisfied,Middle Adults
13401,Female,Loyal customer,31,Business travel,Business,2150,5,5,5,5,4,4,4,4,4,2,5,5,5,4,14,0,Satisfied,Young Adults
13402,Female,Loyal customer,25,Personal Travel,Eco,511,3,4,3,3,4,3,4,4,4,4,5,5,4,4,63,58,Neutral or dissatisfied,Youth
13403,Female,Loyal customer,46,Business travel,Business,419,3,3,3,3,1,2,5,4,4,5,4,3,4,2,0,2,Satisfied,Middle Adults
13404,Male,Loyal customer,50,Business travel,Business,3951,0,3,0,2,5,5,5,1,1,1,1,4,1,2,0,0,Satisfied,Middle Adults
13405,Male,Loyal customer,12,Personal Travel,Eco,1123,1,1,1,4,2,1,5,2,3,1,3,3,4,2,3,0,Neutral or dissatisfied,Youth
13406,Male,Loyal customer,59,Personal Travel,Eco,473,3,1,3,3,2,3,2,2,4,4,3,1,3,2,0,0,Neutral or dissatisfied,Middle Adults
13407,Female,Loyal customer,52,Business travel,Business,1389,1,1,1,1,4,5,4,4,4,4,4,3,4,5,0,0,Satisfied,Middle Adults
13408,Male,Disloyal customer,27,Business travel,Business,1011,4,3,3,2,4,3,4,4,3,4,4,5,4,4,35,22,Satisfied,Young Adults
13409,Female,Loyal customer,48,Business travel,Business,3848,2,4,5,4,1,4,3,2,2,2,2,3,2,4,0,0,Neutral or dissatisfied,Middle Adults
13410,Female,Loyal customer,42,Business travel,Eco,2475,3,3,3,3,1,3,3,3,3,3,3,2,3,4,0,0,Neutral or dissatisfied,Middle Adults
13411,Female,Disloyal customer,34,Business travel,Eco,425,3,1,2,4,4,2,4,4,2,3,3,4,3,4,0,0,Neutral or dissatisfied,Young Adults
13412,Female,Loyal customer,50,Personal Travel,Eco Plus,1303,1,4,2,2,2,3,5,4,4,2,3,4,4,3,10,0,Neutral or dissatisfied,Middle Adults
13413,Female,Loyal customer,47,Business travel,Business,2351,3,3,3,3,5,4,5,5,5,5,5,5,5,5,0,2,Satisfied,Middle Adults
13414,Female,Loyal customer,44,Business travel,Business,1303,5,5,5,5,3,5,4,4,4,4,4,4,4,3,1,7,Satisfied,Middle Adults
13415,Female,Loyal customer,20,Personal Travel,Eco,239,4,4,4,3,3,4,3,3,1,1,3,2,4,3,0,0,Neutral or dissatisfied,Youth
13416,Male,Loyal customer,37,Business travel,Eco Plus,199,1,5,5,5,1,1,1,1,3,5,4,1,3,1,0,0,Neutral or dissatisfied,Young Adults
13417,Female,Loyal customer,43,Business travel,Business,1699,2,2,2,2,4,4,4,3,3,3,3,4,3,4,2,0,Satisfied,Middle Adults
13418,Male,Disloyal customer,36,Business travel,Eco,406,3,0,3,3,5,3,5,5,4,5,4,2,3,5,42,51,Neutral or dissatisfied,Young Adults
13419,Female,Loyal customer,45,Business travel,Business,2442,4,4,4,4,2,3,5,4,4,5,4,4,4,5,21,18,Satisfied,Middle Adults
13420,Male,Loyal customer,61,Personal Travel,Eco,337,2,2,2,4,5,2,5,5,3,1,4,4,4,5,12,20,Neutral or dissatisfied,Senior
13421,Male,Loyal customer,51,Business travel,Business,3380,3,3,3,3,3,5,5,4,4,4,4,1,4,5,0,0,Satisfied,Middle Adults
13422,Female,Disloyal customer,36,Business travel,Business,780,3,3,3,3,3,3,3,3,5,5,4,4,4,3,16,70,Neutral or dissatisfied,Young Adults
13423,Male,Loyal customer,34,Personal Travel,Eco,328,2,0,2,4,4,2,4,4,3,2,4,4,5,4,5,0,Neutral or dissatisfied,Young Adults
13424,Female,Loyal customer,51,Business travel,Business,354,1,1,1,1,5,5,5,5,5,5,5,5,5,5,7,8,Satisfied,Middle Adults
13425,Male,Disloyal customer,34,Business travel,Business,309,4,4,4,2,1,4,1,1,4,5,5,5,4,1,0,0,Neutral or dissatisfied,Young Adults
13426,Male,Loyal customer,52,Business travel,Business,1589,1,1,1,1,3,4,5,3,3,3,3,3,3,5,0,0,Satisfied,Middle Adults
13427,Female,Loyal customer,29,Business travel,Business,3416,5,5,2,5,4,4,4,4,4,2,3,5,2,4,0,0,Satisfied,Young Adults
13428,Male,Disloyal customer,21,Business travel,Business,236,5,3,4,1,2,4,2,2,5,5,2,4,2,2,0,0,Satisfied,Youth
13429,Male,Loyal customer,9,Personal Travel,Eco,1315,2,5,2,4,1,2,1,1,5,2,3,3,5,1,0,0,Neutral or dissatisfied,Youth
13430,Male,Loyal customer,59,Business travel,Business,3263,5,5,5,5,4,5,4,5,5,4,5,5,5,3,0,0,Satisfied,Middle Adults
13431,Female,Loyal customer,54,Business travel,Business,1856,5,5,5,5,2,4,3,5,5,5,5,3,5,4,0,0,Satisfied,Middle Adults
13432,Female,Loyal customer,56,Business travel,Eco,337,3,3,3,3,2,3,4,4,4,3,4,1,4,3,3,9,Neutral or dissatisfied,Middle Adults
13433,Male,Loyal customer,59,Personal Travel,Eco,889,4,4,4,2,1,4,1,1,5,2,4,4,4,1,0,0,Neutral or dissatisfied,Middle Adults
13434,Female,Disloyal customer,36,Business travel,Eco,431,1,4,1,4,5,1,5,5,3,5,3,3,4,5,0,0,Neutral or dissatisfied,Young Adults
13435,Male,Loyal customer,42,Business travel,Business,2308,3,3,3,3,5,5,5,5,5,5,5,5,5,3,0,0,Satisfied,Middle Adults
13436,Male,Loyal customer,75,Business travel,Business,119,3,4,4,4,1,4,3,3,3,3,3,2,3,2,0,0,Neutral or dissatisfied,Senior
13437,Female,Loyal customer,50,Business travel,Business,3098,4,4,4,4,4,4,4,3,3,4,3,4,3,5,0,0,Satisfied,Middle Adults
13438,Male,Loyal customer,20,Personal Travel,Eco,696,3,4,3,3,5,3,5,5,3,5,4,3,5,5,0,0,Neutral or dissatisfied,Youth
13439,Female,Loyal customer,18,Personal Travel,Eco,1012,2,4,1,3,3,1,3,3,3,5,4,1,3,3,0,4,Neutral or dissatisfied,Youth
13440,Female,Loyal customer,28,Business travel,Business,594,2,2,2,2,4,4,4,4,5,3,4,5,5,4,0,0,Satisfied,Young Adults
13441,Male,Disloyal customer,27,Business travel,Business,997,4,5,5,3,3,5,3,3,5,3,5,3,4,3,0,0,Satisfied,Young Adults
13442,Female,Loyal customer,45,Business travel,Business,640,3,3,3,3,5,5,5,3,3,3,3,5,3,5,65,59,Satisfied,Middle Adults
13443,Female,Loyal customer,38,Business travel,Business,3436,1,1,1,1,2,4,5,3,3,4,3,5,3,4,4,20,Satisfied,Young Adults
13444,Male,Disloyal customer,32,Business travel,Business,517,4,3,3,5,2,3,5,2,3,2,4,3,4,2,0,7,Neutral or dissatisfied,Young Adults
13445,Male,Loyal customer,32,Personal Travel,Eco,507,1,5,5,5,4,5,4,4,4,3,4,4,5,4,11,4,Neutral or dissatisfied,Young Adults
13446,Male,Loyal customer,55,Personal Travel,Eco Plus,861,3,5,2,4,3,2,3,3,4,4,4,5,4,3,2,11,Neutral or dissatisfied,Middle Adults
13447,Male,Loyal customer,29,Personal Travel,Eco,731,2,2,2,3,4,2,1,4,1,3,3,4,3,4,0,0,Neutral or dissatisfied,Young Adults
13448,Male,Loyal customer,41,Business travel,Eco,996,5,4,2,4,5,5,5,5,4,2,1,5,5,5,80,62,Satisfied,Middle Adults
13449,Female,Loyal customer,66,Business travel,Eco,991,2,1,4,1,4,3,3,2,2,2,2,1,2,4,0,7,Neutral or dissatisfied,Senior
13450,Female,Loyal customer,63,Business travel,Business,101,2,4,4,4,3,3,3,4,4,4,2,3,4,4,0,0,Neutral or dissatisfied,Senior
13451,Female,Loyal customer,38,Business travel,Eco,436,1,3,3,3,1,1,1,1,3,4,4,1,3,1,0,19,Neutral or dissatisfied,Young Adults
13452,Female,Loyal customer,47,Business travel,Business,1056,4,4,4,4,3,5,5,4,4,4,4,4,4,4,45,49,Satisfied,Middle Adults
13453,Male,Loyal customer,24,Business travel,Business,1886,5,5,5,5,3,4,3,3,5,2,4,3,5,3,76,73,Satisfied,Youth
13454,Female,Disloyal customer,23,Business travel,Eco,2367,3,3,3,3,3,3,3,3,2,4,4,4,3,3,1,13,Neutral or dissatisfied,Youth
13455,Female,Loyal customer,42,Personal Travel,Eco,1449,2,1,2,4,3,3,4,4,4,2,4,2,4,2,0,1,Neutral or dissatisfied,Middle Adults
13456,Female,Disloyal customer,29,Business travel,Business,1041,1,1,1,5,3,1,3,3,3,3,5,5,4,3,16,2,Neutral or dissatisfied,Young Adults
13457,Female,Loyal customer,55,Business travel,Business,446,3,3,3,3,5,5,5,5,5,5,5,5,5,5,0,0,Satisfied,Middle Adults
13458,Female,Loyal customer,35,Business travel,Business,3191,2,2,2,2,2,5,1,5,5,5,5,5,5,5,0,0,Satisfied,Young Adults
13459,Female,Disloyal customer,44,Business travel,Eco,472,3,4,4,3,1,4,1,1,1,1,2,3,4,1,0,0,Neutral or dissatisfied,Middle Adults
13460,Male,Loyal customer,32,Business travel,Eco,558,5,2,2,2,5,5,5,5,4,5,4,1,1,5,0,0,Satisfied,Young Adults
13461,Male,Loyal customer,22,Business travel,Business,1577,1,1,5,1,4,4,4,4,5,3,5,4,4,4,10,4,Satisfied,Youth
13462,Female,Loyal customer,63,Business travel,Eco Plus,147,4,1,1,1,4,4,2,4,4,4,4,1,4,4,0,0,Satisfied,Senior
13463,Male,Disloyal customer,39,Business travel,Business,2521,3,3,3,4,2,3,2,2,3,3,4,4,4,2,3,0,Neutral or dissatisfied,Young Adults
13464,Male,Loyal customer,60,Business travel,Business,4243,3,3,3,3,5,5,5,3,5,3,5,5,4,5,18,23,Satisfied,Middle Adults
13465,Female,Loyal customer,55,Business travel,Eco,1050,5,1,3,1,5,2,2,5,5,5,5,3,5,3,0,0,Satisfied,Middle Adults
13466,Female,Loyal customer,38,Business travel,Business,859,5,5,5,5,2,4,5,5,5,4,5,5,5,3,0,0,Satisfied,Young Adults
13467,Female,Loyal customer,44,Business travel,Business,2573,3,3,5,3,5,5,4,4,4,4,4,3,4,4,11,5,Satisfied,Middle Adults
13468,Male,Loyal customer,56,Business travel,Business,308,1,1,1,1,2,5,5,5,5,4,5,3,5,5,0,1,Satisfied,Middle Adults
13469,Male,Loyal customer,60,Business travel,Eco,177,2,3,3,3,3,2,3,3,2,5,2,1,2,3,49,55,Neutral or dissatisfied,Middle Adults
13470,Female,Loyal customer,40,Personal Travel,Eco Plus,669,3,5,3,1,4,3,4,4,4,5,5,5,5,4,0,0,Neutral or dissatisfied,Young Adults
13471,Male,Loyal customer,24,Business travel,Business,1714,1,1,1,1,5,5,5,5,4,2,5,3,5,5,7,10,Satisfied,Youth
13472,Female,Loyal customer,43,Business travel,Business,1535,5,3,5,5,4,5,4,5,5,5,5,4,5,5,3,0,Satisfied,Middle Adults
13473,Male,Loyal customer,56,Business travel,Business,1121,3,3,3,3,4,5,5,4,4,4,4,5,4,4,0,0,Satisfied,Middle Adults
13475,Female,Loyal customer,40,Business travel,Eco,606,2,3,3,3,2,3,2,2,2,3,2,4,3,2,54,38,Neutral or dissatisfied,Young Adults
13476,Female,Disloyal customer,24,Business travel,Business,737,5,0,5,3,5,5,5,5,3,4,4,5,5,5,0,5,Satisfied,Youth
13477,Male,Loyal customer,37,Business travel,Business,150,3,3,3,3,5,2,2,5,5,5,5,3,5,2,0,0,Satisfied,Young Adults
13478,Female,Loyal customer,60,Business travel,Business,1065,2,2,2,2,3,5,4,4,4,5,4,3,4,3,0,0,Satisfied,Middle Adults
13479,Female,Disloyal customer,47,Business travel,Eco,280,1,0,1,3,4,1,4,4,2,4,2,1,4,4,0,0,Neutral or dissatisfied,Middle Adults
13480,Female,Loyal customer,9,Personal Travel,Eco,2704,2,5,2,2,4,2,4,4,4,3,5,4,5,4,0,3,Neutral or dissatisfied,Youth
13481,Male,Loyal customer,27,Business travel,Business,1129,2,1,2,2,5,4,5,5,4,4,5,5,5,5,29,31,Satisfied,Young Adults
13482,Female,Loyal customer,57,Business travel,Business,216,2,4,4,4,4,4,3,1,1,1,2,3,1,1,0,0,Neutral or dissatisfied,Middle Adults
13483,Female,Loyal customer,20,Personal Travel,Eco,213,1,1,1,4,3,1,5,3,4,5,4,2,4,3,101,105,Neutral or dissatisfied,Youth
13484,Female,Loyal customer,50,Business travel,Business,451,4,4,4,4,3,1,3,5,5,5,5,2,5,1,0,0,Satisfied,Middle Adults
13485,Female,Loyal customer,59,Business travel,Business,3203,5,5,5,5,4,5,5,2,2,2,2,4,2,3,7,20,Satisfied,Middle Adults
13486,Male,Loyal customer,63,Business travel,Business,588,3,1,2,1,2,1,1,3,3,3,3,4,3,3,12,6,Neutral or dissatisfied,Senior
13487,Male,Disloyal customer,35,Business travel,Business,231,3,3,3,4,3,2,2,1,3,3,3,2,3,2,156,156,Neutral or dissatisfied,Young Adults
13488,Female,Loyal customer,59,Business travel,Business,495,1,1,1,1,5,5,5,4,4,4,4,4,4,5,9,0,Satisfied,Middle Adults
13489,Female,Disloyal customer,17,Business travel,Eco,1446,3,3,3,2,4,3,4,4,5,4,4,3,5,4,0,19,Neutral or dissatisfied,Youth
13490,Male,Loyal customer,36,Business travel,Business,2137,3,3,3,3,4,1,3,5,5,5,5,5,5,2,0,0,Satisfied,Young Adults
13491,Male,Loyal customer,64,Business travel,Eco Plus,247,2,4,4,4,2,2,2,2,1,5,3,2,3,2,2,12,Neutral or dissatisfied,Senior
13492,Male,Loyal customer,40,Business travel,Business,3306,3,3,3,3,5,4,4,4,4,4,4,3,4,3,22,49,Satisfied,Young Adults
13493,Male,Loyal customer,68,Personal Travel,Eco,589,3,5,3,3,4,3,4,4,5,4,5,5,4,4,0,22,Neutral or dissatisfied,Senior
13494,Male,Disloyal customer,36,Business travel,Business,109,1,1,1,4,5,1,5,5,4,3,3,3,4,5,18,8,Neutral or dissatisfied,Young Adults
13495,Male,Loyal customer,25,Business travel,Business,1440,5,5,5,5,4,4,4,4,4,5,4,4,5,4,0,0,Satisfied,Youth
13496,Male,Loyal customer,71,Business travel,Business,3055,1,2,2,2,1,3,4,1,1,2,1,2,1,4,95,108,Neutral or dissatisfied,Senior
13497,Female,Loyal customer,41,Business travel,Business,1547,4,4,4,4,3,4,4,5,5,5,5,3,5,3,0,3,Satisfied,Middle Adults
13498,Male,Loyal customer,10,Personal Travel,Eco,442,2,5,2,3,2,2,3,2,4,3,5,2,2,2,72,80,Neutral or dissatisfied,Youth
13499,Female,Loyal customer,40,Business travel,Business,851,5,5,5,5,1,5,4,4,4,4,4,4,4,1,18,36,Satisfied,Young Adults
13500,Female,Loyal customer,56,Personal Travel,Eco Plus,113,2,5,2,3,2,3,1,3,3,2,3,1,3,4,0,0,Neutral or dissatisfied,Middle Adults
13501,Female,Disloyal customer,23,Business travel,Eco,387,3,2,3,3,2,3,2,2,2,1,4,2,4,2,0,0,Neutral or dissatisfied,Youth
13502,Female,Loyal customer,27,Personal Travel,Eco Plus,319,2,4,2,4,4,2,4,4,2,3,4,3,3,4,7,0,Neutral or dissatisfied,Young Adults
13503,Female,Loyal customer,36,Business travel,Business,302,1,1,1,1,3,4,4,5,5,5,5,3,5,5,0,0,Satisfied,Young Adults
13504,Male,Loyal customer,54,Business travel,Business,1670,5,5,2,5,3,4,5,4,4,4,4,5,4,4,0,0,Satisfied,Middle Adults
13505,Female,Disloyal customer,37,Business travel,Business,77,1,2,2,4,1,2,1,1,2,1,3,1,4,1,59,58,Neutral or dissatisfied,Young Adults
13506,Male,Loyal customer,32,Business travel,Eco,1105,0,0,0,5,2,0,2,2,2,4,5,1,4,2,0,0,Satisfied,Young Adults
13507,Male,Disloyal customer,25,Business travel,Business,130,5,0,5,2,5,5,5,5,3,2,5,3,5,5,3,0,Satisfied,Youth
13508,Male,Loyal customer,66,Business travel,Business,442,1,1,1,1,4,4,4,5,5,5,5,5,5,4,2,0,Satisfied,Senior
13509,Male,Loyal customer,50,Business travel,Business,2336,3,3,3,3,4,4,4,4,4,4,4,4,4,3,0,7,Satisfied,Middle Adults
13510,Female,Loyal customer,36,Personal Travel,Eco,588,5,5,5,5,2,5,2,2,3,2,5,5,4,2,0,0,Satisfied,Young Adults
13511,Male,Loyal customer,41,Business travel,Business,3237,4,4,4,4,5,4,5,5,5,5,5,5,5,5,0,0,Satisfied,Middle Adults
13512,Female,Loyal customer,29,Business travel,Business,2586,1,1,1,1,5,5,5,4,2,4,4,5,4,5,16,5,Satisfied,Young Adults
13513,Male,Loyal customer,12,Business travel,Business,1532,3,3,3,3,3,3,3,3,4,5,4,1,4,3,0,0,Neutral or dissatisfied,Youth
13514,Male,Loyal customer,67,Personal Travel,Eco,1130,2,4,2,5,3,2,3,3,5,4,4,5,5,3,39,36,Neutral or dissatisfied,Senior
13515,Female,Disloyal customer,25,Business travel,Eco,946,1,2,2,4,3,2,3,3,2,4,3,1,3,3,63,83,Neutral or dissatisfied,Youth
13516,Female,Loyal customer,58,Business travel,Business,1620,2,2,2,2,2,5,5,5,5,5,5,3,5,4,0,0,Satisfied,Middle Adults
13517,Female,Loyal customer,10,Business travel,Business,3036,5,5,5,5,5,5,5,5,2,4,5,4,2,5,0,0,Satisfied,Youth
13518,Female,Loyal customer,18,Business travel,Eco,550,5,5,5,5,5,5,5,5,3,1,4,2,2,5,0,0,Satisfied,Youth
13519,Male,Loyal customer,69,Personal Travel,Eco,3801,1,5,1,1,1,4,4,3,4,3,5,4,5,4,15,0,Neutral or dissatisfied,Senior
13520,Female,Loyal customer,45,Business travel,Business,765,2,4,3,4,2,4,4,2,2,2,2,3,2,3,0,17,Neutral or dissatisfied,Middle Adults
13521,Male,Loyal customer,9,Business travel,Business,604,2,1,2,2,1,2,1,1,3,2,4,4,4,1,0,1,Satisfied,Youth
13522,Male,Loyal customer,31,Personal Travel,Eco,300,2,4,4,2,1,4,1,1,3,3,4,4,5,1,78,68,Neutral or dissatisfied,Young Adults
13523,Female,Loyal customer,31,Business travel,Eco,577,1,3,2,2,1,1,1,1,1,4,3,3,3,1,0,0,Neutral or dissatisfied,Young Adults
13524,Female,Loyal customer,41,Business travel,Eco,627,2,3,5,5,2,2,2,2,2,1,4,1,4,2,0,0,Neutral or dissatisfied,Middle Adults
13525,Male,Loyal customer,58,Business travel,Business,677,1,1,1,1,4,3,3,1,1,2,1,1,1,3,78,81,Neutral or dissatisfied,Middle Adults
13526,Female,Loyal customer,36,Personal Travel,Eco,2588,1,5,2,4,2,2,2,2,5,4,3,5,5,2,0,0,Neutral or dissatisfied,Young Adults
